"","CND1_1","CND1_2","CND1_3","CND1_4","CND2_1","CND2_2","CND2_3","CND2_4","CTRL_1","CTRL_2","CTRL_3"
"Rala",1675,718,1401,1375,1387,2360,1293,1616,1915,2064,1849
"Yae1d1",278,196,311,295,284,377,313,292,503,547,525
"Vps41",4238,2456,4302,4416,4002,5198,3397,3718,3871,5805,5738
"Amph",5,0,10,3,0,2,0,1,1,5,0
"Trgv7",4,0,0,0,2,1,0,1,4,5,2
"Trgv4",0,0,0,2,1,0,7,0,13,0,0
"Trgj1",0,0,0,0,0,0,0,0,5,0,0
"Trgc1",1,1,0,2,4,0,0,1,46,3,8
"Trgv3",1,0,1,0,0,1,2,0,0,1,0
"Trgc3",0,1,0,0,1,0,0,0,3,0,4
"Trgc2",87,13,461,91,142,12,35,11,492,24,568
"Trgj2",1,0,6,0,1,0,0,0,8,0,19
"Trgv2",11,9,122,13,43,8,10,0,145,9,179
"Trgv1",1,0,2,1,2,0,0,0,22,4,11
"Trgj4",0,0,0,1,0,0,0,0,16,1,5
"Trgc4",2,0,14,8,7,1,0,4,109,11,38
"Stard3nl",2012,671,1882,1877,1605,2987,1752,2128,1708,2095,1565
"Epdr1",1,0,0,2,2,0,6,0,7,18,0
"Gpr141b",1,0,0,3,1,0,0,0,69,9,7
"Gpr141",3,4,12,12,11,8,3,2,673,838,675
"Gm5446",58,23,49,63,100,96,20,102,171,75,168
"Elmo1",12416,5032,9474,11185,10088,14311,7443,9453,8290,13226,12851
"Gm7614",16,6,10,15,1,17,5,25,44,15,36
"Aoah",3,3,8,4,3,2,2,1,86,258,212
"Trim27",2042,492,1100,1572,1463,2258,1256,1746,1557,1635,1944
"Zscan12",139,55,76,147,129,128,95,124,516,511,685
"Zkscan3",2523,939,1895,2235,2160,2421,1664,2133,3417,3827,3520
"Pgbd1",26,11,22,20,25,33,16,17,55,83,45
"Zscan26",4025,1583,2795,3301,3078,2784,1654,2678,4198,5507,5246
"Nkapl",6,2,1,0,1,2,1,4,2,4,6
"Zkscan4",7,3,1,6,4,4,1,6,22,5,10
"Zfp389",0,1,6,0,0,1,2,2,2,3,5
"Zkscan8",1090,495,785,820,750,860,386,707,884,1539,1610
"H2bc13",63,19,12,32,46,42,11,87,37,10,32
"H2ac13",89,34,42,57,64,94,62,189,38,39,60
"H3c10",68,12,29,56,33,53,11,109,41,31,54
"H2bc14",10,4,6,5,7,11,6,19,8,8,15
"H4c11",30,11,20,25,29,45,27,95,24,10,27
"H4c12",54,22,39,45,52,62,36,112,30,39,53
"H2ac15",75,19,26,41,50,51,37,98,21,14,22
"H2bc15",78,29,24,26,44,44,11,96,42,31,34
"H1f5",427,112,85,141,219,291,119,428,41,48,74
"H3c11",122,32,39,58,74,99,38,150,41,36,79
"H2ac22",57,23,22,38,22,38,18,96,51,16,44
"H2bc22",33,7,14,18,12,16,9,62,9,7,18
"H2bc23",244,59,104,122,141,120,87,280,126,126,159
"H2ac23",1802,1149,2032,1604,2123,3294,2315,4815,1131,862,945
"H4c17",400,101,127,258,361,411,121,654,97,85,269
"H4c18",366,100,98,224,294,317,110,604,80,76,215
"H2ac24",1823,1147,2015,1614,2138,3305,2319,4869,1145,843,951
"H2bc24",245,57,103,121,137,120,93,281,128,125,170
"Zfp184",11,1,3,12,1,5,6,3,51,31,32
"Pom121l2",0,0,3,0,0,0,0,0,0,0,0
"Prss16",831,336,746,625,709,964,611,1006,1787,1631,2222
"Gm11292",0,0,8,0,0,1,1,6,0,3,0
"H2ac12",41,16,30,30,22,56,33,117,55,24,39
"H2bc12",94,21,24,41,43,61,32,131,42,39,40
"H4c9",324,126,261,249,343,409,267,680,230,194,319
"H2ac11",273,127,271,247,183,467,272,736,285,135,205
"H2bc11",94,25,36,55,43,53,21,118,26,16,53
"Zfp322a",1207,722,1495,1081,1413,1546,918,1118,1343,2084,1538
"Abt1",1034,319,660,958,868,1244,656,919,1279,1074,1196
"C230035I16Rik",24,15,31,19,16,26,18,30,67,57,73
"Btn1a1",1,0,0,1,0,0,0,0,5,1,0
"Gm19658",0,2,6,2,3,5,0,12,2,3,1
"H4c8",118,20,49,87,80,101,56,233,77,22,94
"H3c8",4,4,7,14,2,10,11,7,12,6,17
"H2bc9",47,12,22,36,29,30,24,45,19,43,81
"H3c7",39,7,23,38,30,47,29,77,43,32,54
"H4c6",19,7,15,25,16,22,20,45,19,10,32
"H1f3",1068,229,227,292,533,677,283,1219,113,145,251
"H3c6",53,12,38,56,42,78,34,89,52,44,92
"H2ac8",67,23,54,47,39,79,41,123,42,34,50
"H2bc8",242,115,254,133,189,168,117,298,123,94,211
"H2bc7",26,8,7,8,23,13,5,24,13,7,18
"H2ac7",59,27,51,52,40,99,44,168,65,33,46
"H3c4",62,15,36,47,27,52,6,98,36,35,51
"H4c4",146,38,66,87,112,136,70,253,46,47,103
"H2bc6",134,42,56,73,63,79,56,166,105,84,127
"H1f4",1182,205,234,340,416,539,342,877,144,156,243
"H2ac6",240,99,376,232,255,290,225,837,303,185,371
"H2bc4",196,84,181,97,188,173,125,235,250,209,220
"H1f6",0,1,1,4,2,1,0,9,0,0,4
"H4c3",303,62,91,193,207,260,134,466,55,53,162
"Hfe",3,5,2,10,4,2,2,2,225,59,61
"H1f2",6127,1059,2657,2818,4998,4009,2154,5387,1643,1451,2350
"H3c3",28,14,16,11,11,29,21,43,20,39,37
"H2bc3",48,17,24,39,23,48,24,110,42,14,49
"H2ac4",30,17,25,31,24,63,43,105,48,25,38
"H3c2",54,17,23,39,19,56,6,88,35,21,44
"H4c2",142,42,73,110,180,177,86,285,33,23,83
"H4c1",78,17,31,49,46,84,47,140,38,19,81
"H3c1",164,46,40,112,81,100,49,221,48,29,126
"H1f1",38,5,9,28,11,11,8,27,26,14,28
"Trim38",0,0,0,0,0,0,0,1,0,2,0
"H2bc1",8,0,1,2,0,1,0,0,3,1,1
"Scgn",0,0,0,1,0,0,0,0,6,0,6
"Carmil1",54,22,59,83,88,155,60,80,438,253,99
"Cmah",2840,1624,1972,3257,2160,3124,1933,2100,10737,11984,12543
"Gm11346",974,455,502,854,708,729,402,847,908,1729,1283
"Ripor2",22458,9883,15531,21628,19262,22427,14203,17415,30017,39964,37540
"C530050E15Rik",286,179,562,447,284,244,300,728,410,462,600
"Armh2",4,13,6,8,5,6,3,7,17,27,31
"Gmnn",831,493,1186,780,745,1286,754,1096,1066,1250,1002
"Acot13",828,241,541,737,737,1396,937,1053,1135,871,888
"Tdp2",1083,588,1501,1088,1193,1425,718,1044,1504,2238,1919
"D130043K22Rik",0,0,1,0,1,1,0,1,2,6,6
"Aldh5a1",116,38,96,75,89,96,77,96,108,175,204
"Gpld1",1445,582,1120,1301,1326,1236,684,1189,1108,1846,1709
"Mrs2",1595,732,1364,1379,1485,1571,723,1350,1017,2045,1692
"Dcdc2a",2,0,0,0,1,0,1,0,0,3,0
"2610307P16Rik",1,0,0,0,0,0,0,0,1,5,3
"Sox4",9,8,8,10,7,14,28,12,121,73,56
"Cdkal1",963,403,682,778,723,1050,624,678,931,1140,1126
"E2f3",949,476,1115,898,872,1152,488,850,612,1134,676
"Mboat1",1162,500,1137,1134,821,1299,984,1026,1566,2627,2601
"Agtr1a",0,0,1,0,1,0,2,1,0,4,3
"Uqcrfs1",2864,1408,2661,2668,2628,4336,3560,3168,3431,3316,2931
"Dusp22",407,212,392,345,430,415,228,524,513,608,516
"Irf4",827,410,1003,763,349,689,366,431,2541,1426,859
"Exoc2",6963,3080,6229,6601,5953,7603,4345,5252,4390,8921,7761
"Hus1b",19,14,20,27,17,22,15,29,20,28,52
"Foxq1",0,0,0,0,0,0,0,0,3,0,0
"Foxc1",0,1,1,2,1,2,0,2,4,2,5
"Gmds",600,274,604,560,504,911,760,644,753,651,867
"Mylk4",0,0,0,0,0,1,0,0,0,0,2
"Wrnip1",3874,1513,3002,3497,3200,4570,2707,3224,3492,4119,3836
"Serpinb1a",50,13,22,56,65,38,30,39,870,616,441
"Serpinb1c",0,0,1,0,2,0,0,1,0,0,2
"Serpinb6b",14359,5338,11448,10966,11354,15347,8556,9051,3879,8224,6913
"Serpinb9",14464,6160,11339,10903,11538,13851,7779,8794,4655,10011,7637
"Serpinb9b",16,4,14,19,5,3,29,2,27,12,24
"Serpinb1b",143,63,80,97,70,113,81,76,51,156,194
"Serpinb6c",6,4,2,2,9,3,12,5,3,3,20
"Serpinb6a",3516,1586,3040,3429,3260,5056,3279,3687,3341,3798,4054
"1110046J04Rik",26,14,15,29,36,38,16,40,23,47,35
"Nqo2",896,526,982,889,811,1250,742,939,1481,1954,1617
"Ripk1",5244,2428,4208,5195,5002,6579,3679,3984,4807,6552,5731
"Bphl",191,60,96,165,172,228,202,192,284,307,380
"Tubb2a",449,170,402,589,345,505,312,385,1230,1354,1795
"4930447K03Rik",2,0,1,1,0,0,0,3,7,7,2
"Tubb2b",101,21,46,130,75,167,88,60,455,438,609
"Psmg4",286,87,164,274,253,445,357,489,439,403,320
"Slc22a23",9,5,18,17,5,8,12,5,31,49,21
"Pxdc1",0,0,0,0,0,0,0,0,528,8,0
"Prpf4b",9098,4972,8777,8585,10222,8821,4777,8844,8517,14109,11893
"Fam217a",6,3,5,4,5,5,2,5,4,12,14
"Eci3",0,1,0,0,1,0,3,0,0,2,5
"Eci2",1975,992,1978,1880,1932,3023,2293,2461,1909,2143,2343
"1700011B04Rik",0,0,0,0,0,0,0,0,0,5,1
"Cdyl",1505,810,1814,1520,1610,2024,1285,1695,1085,1758,1235
"Rpp40",114,77,138,136,109,146,123,135,175,239,252
"Ppp1r3g",6,5,8,2,2,2,0,7,9,4,60
"Lyrm4",290,95,172,255,206,413,272,301,454,373,436
"Tmed10-ps",83,41,53,97,69,135,51,104,131,83,148
"Fars2",633,190,492,539,564,955,555,697,1786,761,1397
"Nrn1",612,307,810,440,909,2164,1245,1081,4762,2969,7136
"F13a1",35,5,15,24,19,20,29,12,1128,2279,3516
"Ly86",11,11,10,11,7,7,13,8,2065,447,410
"Rreb1",15,9,12,20,8,7,10,9,651,275,204
"Ssr1",3903,1970,4006,3451,3394,4936,3010,3230,3968,5324,4284
"Cage1",27,11,6,22,9,28,13,16,38,49,60
"Riok1",2754,1372,2546,2543,2325,2647,1822,2260,2557,3491,3296
"Dsp",50,22,42,110,53,132,63,73,18,195,9
"Snrnp48",2361,1209,2236,2430,2433,2629,1572,2818,3123,3674,3852
"Bmp6",4,1,4,0,0,1,2,1,8,4,5
"Txndc5",3817,1757,3389,4292,3142,4525,3522,4007,8056,9382,10076
"Bloc1s5",494,174,290,344,407,663,424,529,467,451,496
"Eef1e1",888,506,1171,916,843,1303,1016,966,1275,1089,1050
"Slc35b3",1712,926,1935,1828,1924,2098,1224,1932,1776,2723,2385
"Ofcc1",0,0,0,0,0,0,0,0,0,0,0
"Tfap2a",410,194,347,472,386,449,293,464,402,712,654
"Gcnt2",4,1,4,4,5,6,4,6,317,204,301
"Pak1ip1",3010,1329,2565,2625,2256,3560,2428,2817,3587,4053,4055
"Tmem14c",2717,1078,2078,2526,2371,4592,3176,3506,3416,3101,2996
"Mak",0,0,0,1,0,0,0,0,1,4,1
"Gcm2",1,0,1,0,2,4,0,3,15,2,2
"Sycp2l",2,1,0,0,2,1,3,2,2,0,0
"Elovl2",0,0,2,0,0,0,0,0,1,0,0
"Smim13",472,245,426,448,547,734,410,442,741,929,771
"Nedd9",9994,3900,8598,8896,8020,10506,6311,7061,7070,9210,6809
"Tmem170b",3100,1530,3307,2833,3881,3149,1435,2972,1887,4492,3654
"Gm5082",1,0,1,1,3,0,0,0,0,1,0
"Adtrp",0,0,0,0,0,0,0,0,3,4,1
"Gm10790",0,0,0,0,0,0,0,0,3,0,0
"Hivep1",2754,965,1963,2213,1743,2553,1139,1393,1952,3378,3007
"Edn1",2,0,0,1,0,2,1,0,1,8,7
"Phactr1",0,0,0,0,0,0,1,0,1,0,0
"Tbc1d7",280,155,319,257,224,357,321,353,339,463,443
"Gfod1",2802,1041,2058,2317,2972,3109,1524,2202,1565,2286,2198
"Sirt5",237,74,143,223,184,221,149,231,185,358,323
"Nol7",4439,2272,4547,3790,3833,6195,4108,4667,4286,4764,4512
"Ranbp9",6342,3341,7163,6430,6361,7804,4564,5136,4582,6993,5771
"Mcur1",1470,676,1267,1276,1192,1728,1100,1303,1584,2078,1770
"Cd83",10,1,18,11,0,9,3,1,1456,170,47
"A330076C08Rik",1,0,0,1,0,0,3,0,1,0,17
"Jarid2",2001,779,1326,1728,1779,1887,987,1409,2427,2981,2928
"Dtnbp1",741,255,568,688,626,1108,809,795,790,657,839
"Mylip",3952,1135,1583,3443,2283,2398,1606,1929,3073,5077,7431
"Gmpr",10,1,7,7,1,6,4,10,5,13,12
"Atxn1",12768,5209,10075,10709,11407,11195,5378,9735,6974,9055,8353
"5033430I15Rik",226,92,253,210,170,301,228,302,132,153,157
"Rbm24",0,0,0,0,0,0,0,0,4,0,0
"Cap2",0,0,0,0,0,0,3,0,2,5,3
"Fam8a1",273,141,279,239,396,356,178,310,280,494,362
"Nup153",11912,5399,8659,10726,10126,11566,5453,7355,10987,17677,15712
"Kif13a",6,2,8,6,3,3,9,3,131,170,189
"Nhlrc1",31,21,27,24,10,28,16,13,59,47,69
"Tpmt",61,33,100,61,66,95,52,70,125,146,110
"Kdm1b",2029,1059,1946,2073,1960,2603,1446,1657,2082,3126,2363
"Dek",13590,9109,20249,13780,13749,17653,9037,11732,12344,18652,15243
"Rnf144b",248,107,201,322,301,331,225,217,311,609,629
"A930002C04Rik",0,0,0,0,0,1,1,0,0,0,0
"Zfp169",971,393,621,990,671,662,378,759,1180,2121,2037
"A830005F24Rik",31,24,24,63,44,43,33,30,62,115,197
"Mirlet7d",4,1,10,4,13,11,0,5,5,53,30
"Mirlet7f-1",0,1,0,0,1,0,0,0,1,12,9
"Mirlet7a-1",0,0,0,1,2,0,0,0,0,5,3
"Ptpdc1",540,203,405,445,527,527,333,503,866,1007,1702
"Phf2",8193,2162,4077,5912,5920,8029,3654,5515,5008,6612,6275
"Fam120a",14787,6796,12857,12319,14030,16848,8248,11753,11564,17153,14983
"Fam120aos",356,190,330,315,373,388,260,394,232,398,404
"Ninj1",101,28,59,87,41,156,98,125,366,292,252
"Card19",516,119,236,335,416,581,371,598,986,577,1186
"Susd3",155,39,73,135,84,177,151,144,478,219,186
"Fgd3",4299,1074,2218,3311,3176,4323,2012,3006,3163,4101,3829
"Bicd2",2607,1115,2224,2239,2407,3344,1785,2457,2866,3501,2883
"Ippk",628,285,533,503,461,683,430,501,568,788,777
"Cenpp",52,57,133,64,59,88,50,86,104,142,101
"Ecm2",6,2,10,2,0,1,0,5,9,9,19
"Aspn",1,0,6,4,3,1,0,2,1,5,2
"Omd",2,7,26,3,2,3,1,7,0,9,6
"Ogn",0,0,4,1,1,1,2,0,0,3,0
"Nol8",3425,1957,3422,3697,3566,4267,2413,2706,4505,5351,4815
"Iars",4120,1958,3553,3705,3474,4295,2683,3182,4187,5553,5137
"Fbxw17",1076,375,810,1092,896,1150,709,1117,1077,1435,1655
"9430083A17Rik",3,1,3,4,2,7,1,6,3,5,12
"Spin1",4495,1693,3704,4346,4342,5657,3148,3661,3772,4680,3759
"Nxnl2",42,17,46,48,73,84,48,80,11,36,6
"H2af-ps2",16,1,4,17,9,15,7,27,55,4,27
"S1pr3",0,0,0,3,0,0,0,0,385,47,15
"Cks2",527,314,786,579,652,1035,592,852,1078,1464,1184
"Secisbp2",3184,1283,2443,2743,2710,3248,1865,3060,2974,4073,4442
"Sema4d",57288,19673,39379,42875,48498,63213,36047,46259,26909,44442,42940
"Gadd45g",116,45,98,125,105,191,147,191,1060,342,868
"4921525O09Rik",0,0,0,0,0,0,0,0,11,0,0
"Diras2",0,0,1,0,0,0,0,0,55,2,0
"Gm2848",0,1,0,0,0,0,0,1,94,14,2
"Syk",31,22,48,92,5,27,38,17,10756,1382,1230
"Auh",1500,522,1189,1277,1375,1944,1278,1703,1170,1364,1499
"Nfil3",2286,864,1970,2121,2558,2816,1311,2641,1553,1825,2950
"Sptlc1",2058,789,1716,1918,1620,2486,1275,1716,1762,2600,2093
"Gm2762",0,0,0,0,0,0,0,0,0,0,0
"Sfxn1",1929,986,2448,1927,1304,2466,1521,1776,3195,3959,3848
"Hrh2",1316,383,888,1071,887,1187,594,922,758,1219,1198
"Cplx2",39,16,24,38,56,100,31,57,85,40,39
"Thoc3",1356,534,1142,1124,870,1609,1123,1208,1280,1350,1409
"Gm2830",135,26,42,131,88,203,73,224,542,72,251
"Simc1",705,269,619,682,541,688,465,549,1081,1308,1736
"4833439L19Rik",3908,1565,2924,3155,3407,5141,3024,3645,3162,3910,3479
"Gm19905",80,30,84,98,75,117,65,107,70,116,82
"Arl10",214,80,116,165,216,312,123,259,267,314,315
"Nop16",704,309,640,639,526,1077,652,648,1338,717,886
"Higd2a",2228,587,1200,1707,1851,3300,2075,2624,1852,1545,1908
"Cltb",1872,672,1338,1692,2002,3364,1893,2708,1912,1718,2253
"Faf2",3795,1382,2846,3516,2866,4187,2481,3125,3389,4431,4003
"Rnf44",13792,4124,7244,10520,10397,13721,6935,10276,8133,11590,10314
"Sncb",21,13,30,21,16,61,24,30,34,41,80
"Tspan17",108,45,38,88,107,176,97,164,517,422,857
"Unc5a",16,1,6,8,7,13,6,19,48,33,32
"Hk3",36,19,51,44,22,35,37,48,799,1378,1200
"Uimc1",4182,2174,4158,4052,4245,4632,2836,4437,3483,4365,4700
"Zfp346",1666,581,1190,1418,1334,1747,1082,1513,1416,1907,1966
"Fgfr4",0,0,1,0,0,0,0,0,0,0,0
"Nsd1",11595,4597,8029,9974,8570,10874,4590,7079,8400,12081,11138
"Rab24",1936,665,1245,1793,1676,2232,1457,2373,2302,2221,2631
"Prelid1",9064,3448,7575,7803,8452,15867,11016,11909,9174,9005,9690
"Mxd3",92,78,175,86,51,176,93,176,190,223,263
"Lman2",7943,2562,6133,7281,6678,11226,7343,7981,8520,8927,8545
"Rgs14",3719,1136,2247,2987,2988,4052,2258,3808,4210,3852,4554
"Slc34a1",0,0,0,1,1,3,0,3,2,2,0
"Grk6",26642,8346,17268,21452,22746,30175,15564,26451,19083,24674,27156
"Prr7",933,244,418,735,754,1393,674,1244,435,538,859
"Dbn1",34,10,20,16,21,21,11,26,62,32,54
"Pdlim7",1007,321,682,743,779,872,467,1045,640,626,592
"Dok3",108,14,57,75,56,62,33,105,2030,458,511
"Ddx41",2874,1000,1999,2504,2218,3012,1987,2767,3546,3121,3859
"Fam193b",7832,2148,4480,6066,6101,5778,2881,8785,7453,7934,9658
"Tmed9",3374,1192,2200,2912,3091,4833,3054,3720,2980,2911,3534
"B4galt7",1576,498,933,1373,1220,1934,925,1532,1387,1490,1900
"Caml",1195,324,690,962,1094,1372,829,1113,1183,1374,1427
"Ddx46",12100,5656,11556,11199,10686,11115,6503,9609,11193,14161,14687
"B230219D22Rik",3174,1975,3982,2930,4120,4178,2145,3957,3430,7466,5633
"Txndc15",1274,516,939,1207,1033,1828,1295,1405,1160,1358,1266
"Pcbd2",412,133,236,397,352,668,338,496,659,509,505
"Catsper3",1,1,1,0,2,0,1,4,3,0,6
"Pitx1",0,0,0,0,0,0,3,0,0,0,0
"Macroh2a1",9658,3085,6450,7657,6670,10665,6555,8976,8927,10847,11649
"Tifab",12,5,4,16,5,4,9,7,777,752,759
"Cxcl14",0,0,0,0,0,0,0,0,3,0,0
"Fbxl21",2,0,11,2,0,1,1,6,1,14,4
"Tgfbi",25,16,25,60,31,28,54,48,1637,1804,3063
"Smad5",808,473,817,737,861,934,570,824,1361,1912,1578
"Trpc7",1,0,0,0,0,0,0,0,0,1,0
"Klhl3",314,101,225,317,237,397,200,253,346,555,465
"Mir874",0,0,0,2,4,2,0,1,1,2,2
"Hnrnpa0",11305,3485,7230,8337,7789,13953,7649,10293,9053,8277,10351
"Idnk",3377,1163,2091,3106,3560,4280,2587,4009,3225,3418,3480
"Ubqln1",4812,2036,4011,4147,5421,7011,3977,4493,6195,6243,5203
"Gkap1",562,338,723,652,724,1184,650,880,632,702,705
"Kif27",3,1,5,2,2,7,1,5,4,5,6
"2210016F16Rik",2027,931,1437,1941,1357,2814,2002,2055,1819,1991,2145
"Hnrnpk",21181,8914,17311,17515,18407,25149,14643,17861,21259,24906,23190
"Mir7-1",30,20,32,42,47,20,17,40,47,70,125
"Rmi1",2155,1179,2373,1988,2088,2388,1316,2092,2379,3618,3085
"Agtpbp1",2809,1449,3040,2971,2893,3485,2073,2773,3206,5419,4860
"A230056J06Rik",0,0,0,3,1,4,1,5,1,2,2
"Naa35",2553,1249,2656,2491,2215,3076,2191,2397,2855,3796,3342
"Golm1",3373,1445,2575,3435,2162,3379,2278,2270,3882,5448,4975
"Spata31d1b",3,0,0,0,0,0,0,0,0,0,0
"4930528D03Rik",1,0,0,0,0,0,1,0,1,1,0
"Isca1",1891,836,1539,1910,1671,2481,1755,1704,2073,2769,2387
"Etohd2",129,72,151,186,103,115,92,128,148,194,170
"Tut7",9888,3671,7194,8405,8459,10974,5072,6502,6777,10404,8589
"Dapk1",0,2,0,1,1,3,1,0,77,35,27
"Ctsll3",0,0,0,0,0,0,0,0,2,0,1
"4930486L24Rik",516,202,406,449,365,551,433,356,414,416,510
"Ctla2b",2746,1168,2294,2925,2804,3341,2654,2877,2731,3417,4494
"Tpbpb",0,0,0,1,0,0,2,0,0,0,1
"Ctla2a",18564,6846,14094,23488,20259,29039,23073,23444,27699,20214,27558
"Tpbpa",0,0,0,0,4,0,0,0,0,0,0
"Cts8-ps",0,0,0,0,0,0,3,0,0,0,0
"Gm20599",4,1,4,1,1,2,2,1,1,6,0
"Gm6436",120,32,53,109,106,169,85,164,377,75,226
"Zfp808",515,252,702,427,603,644,163,408,442,800,671
"Gm19792",0,0,0,1,1,4,0,3,0,2,3
"Gm3604",90,41,128,51,82,138,29,83,51,117,90
"Gm3609",2,0,3,1,4,7,3,3,5,0,9
"Zfp935",1244,579,1158,1067,1417,1507,548,1009,841,1593,1192
"Zfp934",237,96,295,245,319,359,136,234,197,324,252
"Gm7664",28,10,12,23,14,32,16,20,37,20,47
"6720489N17Rik",194,105,308,181,194,259,79,155,222,290,318
"Platr25",15,12,23,18,23,20,9,14,22,22,29
"Gm5141",132,70,213,114,184,170,81,151,149,305,184
"Fbp1",0,0,0,0,0,0,0,0,5,0,3
"Aopep",1045,339,765,751,835,992,572,980,503,775,589
"Gm16907",1015,328,639,679,676,482,246,721,225,642,489
"Mir23b",3,0,0,4,2,0,0,1,3,4,0
"Mir27b",3,1,3,3,2,0,0,1,0,3,3
"Mir3074-1",2,0,6,3,3,2,1,5,3,2,1
"Fancc",448,188,414,421,386,533,360,548,600,646,618
"Ptch1",2408,753,1484,1847,1906,2923,1196,1476,1440,2292,1874
"Ercc6l2",4746,2034,4464,4096,3650,4078,2345,2967,4441,7319,7395
"Slc35d2",1374,679,1351,1508,1156,1557,1013,1359,1382,2402,2364
"Zfp367",1171,879,1754,1156,1367,1535,762,1339,1372,2299,1929
"Habp4",1702,426,1086,1430,1273,1932,1354,1446,2158,2929,2820
"Cdc14b",930,421,727,884,906,980,437,853,1890,2795,2756
"1810034E14Rik",345,118,197,374,275,466,300,362,631,525,690
"Prxl2c",636,223,481,620,526,879,580,479,1142,1120,1074
"Ctsl",87,27,60,80,56,98,77,73,995,327,554
"Cdk20",54,10,32,40,32,65,37,61,93,70,121
"Spata31d1c",0,0,0,0,0,0,0,0,5,0,0
"Prss47",1,0,0,0,0,0,0,1,1,3,0
"Mfsd14b",3496,1762,3249,3229,3520,4416,2132,2961,3464,5289,3885
"Nlrp4f",0,0,3,3,0,0,0,0,1,0,0
"Gm10775",0,0,0,0,0,0,0,1,0,4,1
"Zfp369",901,299,535,814,826,900,374,686,733,1157,1068
"Cbx3-ps5",18,3,7,14,12,26,12,20,10,10,9
"Rybp-ps",134,29,77,104,122,170,97,103,176,209,225
"Uqcrb",2369,957,1854,2059,2324,3632,1843,2551,2827,2810,2431
"Gm10767",83,61,93,87,78,74,60,66,82,177,171
"Mterf3",1136,649,1384,1258,1194,1298,776,1132,1536,2017,1642
"Ptdss1",2973,1281,2420,2733,2695,4324,2716,2914,2881,3350,3143
"4933433G19Rik",57,33,38,45,39,41,23,39,27,44,82
"Zfp712",799,306,601,718,626,661,324,397,915,1038,1007
"Zfp708",154,64,118,153,112,119,52,95,235,307,282
"Rslcan18",80,49,86,110,68,97,46,49,75,142,171
"Zfp759",267,89,251,240,156,232,83,149,314,522,390
"Rsl1",579,281,516,534,384,515,322,301,726,1034,912
"Zfp455",211,106,217,226,180,224,116,101,334,397,411
"Zfp458",195,127,208,209,193,198,68,116,73,217,135
"F630042J09Rik",0,0,0,0,0,0,0,0,0,0,0
"Zfp457",3,2,14,5,4,2,1,2,5,6,9
"Zfp595",764,435,758,698,775,728,300,612,763,1465,931
"Zfp953",549,268,410,571,576,664,299,437,716,1067,887
"Zfp456",664,334,563,614,406,538,288,373,985,1085,910
"Zfp429",1151,549,1278,1232,943,1233,650,889,1247,1771,1672
"Zfp459",305,159,315,288,295,331,212,241,375,631,460
"Zfp874a",549,256,519,607,540,652,380,371,893,1155,902
"Zfp874b",429,201,361,412,402,478,255,300,712,911,734
"Zfp58",610,274,470,500,432,476,283,394,598,871,905
"Zfp87",1235,488,942,1296,730,1055,734,649,1492,1826,1652
"Zfp748",949,408,848,977,763,899,394,544,1298,1788,1421
"Zfp729b",1278,683,1254,1245,1266,1466,427,851,1691,2484,1975
"Zfp729a",1510,776,1506,1421,1346,1514,554,952,1597,2675,1866
"Zfp738",1136,517,1081,1104,952,983,406,755,1252,1865,1533
"Zfp65",896,409,796,808,667,948,480,609,1126,1536,1382
"Zfp85os",20,14,13,17,19,18,17,11,57,43,61
"Zfp85",423,186,359,466,409,483,267,338,627,831,671
"Zfp493",61,51,94,66,48,68,44,40,115,206,164
"4930525G20Rik",17,16,35,27,26,11,0,24,29,48,45
"Zfp273",240,116,263,267,241,272,131,219,371,451,409
"Mtrr",1574,616,1429,1546,1338,1777,923,1291,1572,1976,1804
"Fastkd3",896,451,822,767,786,1012,620,729,861,1109,905
"1700001L19Rik",0,0,0,0,0,0,0,1,0,1,0
"Tent4a",816,364,828,823,677,901,587,665,931,1077,997
"A530095I07Rik",0,0,1,0,0,0,0,0,0,3,1
"Srd5a1",18,12,20,21,29,42,33,38,46,52,54
"Nsun2",4645,1995,4278,4097,3646,5845,3833,4156,5963,6218,6828
"Med10",2954,1089,2455,2983,2678,4185,2608,3338,3194,3491,3568
"Ice1",5815,2138,4079,5418,4328,4982,2524,3979,4565,7674,8415
"Adamts16",2,0,0,1,0,0,0,0,1,0,3
"Irx4",0,0,0,0,0,0,0,0,1,1,5
"Ndufs6",1128,429,801,1087,1066,1923,1121,1537,1744,960,1146
"Mrpl36",5,1,1,2,1,2,0,1,1,5,2
"Lpcat1",926,348,646,739,709,1071,604,677,1198,1178,1035
"Clptm1l",9148,3670,7564,8635,7678,12365,8320,8926,8073,10789,9078
"Tert",340,114,226,315,256,350,147,312,294,518,465
"Slc6a19",221,147,252,255,542,546,219,447,152,140,119
"Slc12a7",1873,655,1458,1671,1481,1840,1093,1613,2227,2485,3034
"Nkd2",8,5,11,13,3,10,4,11,5,11,4
"Trip13",134,170,425,180,111,263,126,237,214,440,289
"Brd9",4795,2009,4247,4705,4253,4381,3006,4661,5776,7749,8817
"Zdhhc11",0,0,0,3,1,0,0,2,1,2,1
"Tppp",13,14,11,18,26,60,24,9,63,35,16
"Cep72",243,105,251,210,211,269,126,221,291,454,416
"Slc9a3",0,0,3,2,0,0,0,0,2,4,3
"Exoc3",3933,1748,3491,3862,3323,4368,2897,3199,3595,5080,4290
"Ahrr",0,0,1,0,3,2,0,0,7,7,6
